DisorderID,Parents
http://purl.obolibrary.org/obo/MFOMD_0000055,http://purl.obolibrary.org/obo/MFOMD_0000053
http://purl.obolibrary.org/obo/OGMS_0000093,http://purl.obolibrary.org/obo/IAO_0000027
http://purl.obolibrary.org/obo/DOID_4970,http://purl.obolibrary.org/obo/DOID_4090
http://purl.obolibrary.org/obo/NBO_0001536,http://purl.obolibrary.org/obo/NBO_0000308
http://purl.obolibrary.org/obo/BFO_0000140,http://purl.obolibrary.org/obo/BFO_0000141
http://purl.obolibrary.org/obo/MF_0000033,http://purl.obolibrary.org/obo/MF_0000032
http://purl.obolibrary.org/obo/NBO_0000613,http://purl.obolibrary.org/obo/NBO_0000612
http://purl.obolibrary.org/obo/NBO_0000178,http://purl.obolibrary.org/obo/NBO_0000177
http://purl.obolibrary.org/obo/GO_0050978,http://purl.obolibrary.org/obo/GO_0050952
http://purl.obolibrary.org/obo/GO_0050978,http://purl.obolibrary.org/obo/GO_0050958
http://purl.obolibrary.org/obo/MFOMD_0000095,http://purl.obolibrary.org/obo/DOID_2468
http://purl.obolibrary.org/obo/OGMS_0000097,http://purl.obolibrary.org/obo/OGMS_0000096
http://purl.obolibrary.org/obo/DOID_2303,http://purl.obolibrary.org/obo/DOID_0060038
http://purl.obolibrary.org/obo/DOID_11507,http://purl.obolibrary.org/obo/DOID_8670
http://purl.obolibrary.org/obo/MF_0000203,http://purl.obolibrary.org/obo/MF_0000033
http://purl.obolibrary.org/obo/NBO_0000548,http://purl.obolibrary.org/obo/NBO_0000034
http://purl.obolibrary.org/obo/NBO_0000559,http://purl.obolibrary.org/obo/NBO_0000450
http://purl.obolibrary.org/obo/NBO_0000559,http://purl.obolibrary.org/obo/NBO_0000152
http://purl.obolibrary.org/obo/DOID_0060041,http://purl.obolibrary.org/obo/DOID_0060040
http://purl.obolibrary.org/obo/DOID_2768,http://purl.obolibrary.org/obo/DOID_2769
http://purl.obolibrary.org/obo/GO_0046958,http://purl.obolibrary.org/obo/GO_0007612
http://purl.obolibrary.org/obo/NBO_0000582,http://purl.obolibrary.org/obo/NBO_0000577
http://purl.obolibrary.org/obo/NBO_0000408,http://purl.obolibrary.org/obo/NBO_0000404
http://purl.obolibrary.org/obo/MF_0000043,http://purl.obolibrary.org/obo/MF_0000032
http://purl.obolibrary.org/obo/NBO_0000455,http://purl.obolibrary.org/obo/NBO_0000308
http://purl.obolibrary.org/obo/NBO_0000442,http://purl.obolibrary.org/obo/NBO_0000389
http://purl.obolibrary.org/obo/NBO_0000431,http://purl.obolibrary.org/obo/NBO_0000389
http://purl.obolibrary.org/obo/NBO_0000431,http://purl.obolibrary.org/obo/NBO_0000057
http://purl.obolibrary.org/obo/DOID_1742,http://purl.obolibrary.org/obo/DOID_1203
http://purl.obolibrary.org/obo/MFOMD_0000040,http://purl.obolibrary.org/obo/OGMS_0000073
http://purl.obolibrary.org/obo/NBO_0002132,http://purl.obolibrary.org/obo/NBO_0002234
http://purl.obolibrary.org/obo/NBO_0001884,http://purl.obolibrary.org/obo/NBO_0001845
http://purl.obolibrary.org/obo/NBO_0001571,http://purl.obolibrary.org/obo/NBO_0001536
http://purl.obolibrary.org/obo/NBO_0000052,http://purl.obolibrary.org/obo/NBO_0000051
http://purl.obolibrary.org/obo/NBO_0000199,http://purl.obolibrary.org/obo/NBO_0000185
http://purl.obolibrary.org/obo/BFO_0000004,http://purl.obolibrary.org/obo/BFO_0000002
http://purl.obolibrary.org/obo/BFO_0000015,http://purl.obolibrary.org/obo/BFO_0000003
http://purl.obolibrary.org/obo/BFO_0000026,http://purl.obolibrary.org/obo/BFO_0000006
http://purl.obolibrary.org/obo/NBO_0000051,http://purl.obolibrary.org/obo/NBO_0000233
http://purl.obolibrary.org/obo/GO_0050956,http://purl.obolibrary.org/obo/GO_0050952
http://purl.obolibrary.org/obo/DOID_10131,http://purl.obolibrary.org/obo/DOID_10132
http://purl.obolibrary.org/obo/MFOMD_0000154,http://purl.obolibrary.org/obo/MFOMD_0000024
http://purl.obolibrary.org/obo/DOID_9975,http://purl.obolibrary.org/obo/DOID_9974
http://purl.obolibrary.org/obo/NBO_0000407,http://purl.obolibrary.org/obo/NBO_0000404
http://purl.obolibrary.org/obo/NBO_0000418,http://purl.obolibrary.org/obo/NBO_0000411
http://purl.obolibrary.org/obo/MFOMD_0000197,http://purl.obolibrary.org/obo/DOID_2030
http://purl.obolibrary.org/obo/DOID_0060141,http://purl.obolibrary.org/obo/DOID_4090
http://purl.obolibrary.org/obo/GO_0003051,http://purl.obolibrary.org/obo/GO_0042756
http://purl.obolibrary.org/obo/MFOMD_0000132,http://purl.obolibrary.org/obo/MFOMD_0000024
http://purl.obolibrary.org/obo/NBO_0000105,http://purl.obolibrary.org/obo/NBO_0000740
http://purl.obolibrary.org/obo/NBO_0000116,http://purl.obolibrary.org/obo/NBO_0000105
http://purl.obolibrary.org/obo/NBO_0000465,http://purl.obolibrary.org/obo/NBO_0000308
http://purl.obolibrary.org/obo/OGMS_0000088,http://purl.obolibrary.org/obo/IAO_0000030
http://purl.obolibrary.org/obo/GO_0035640,http://purl.obolibrary.org/obo/NBO_0000313
http://purl.obolibrary.org/obo/GO_0035640,http://purl.obolibrary.org/obo/GO_0007610
http://purl.obolibrary.org/obo/NBO_0000377,http://purl.obolibrary.org/obo/NBO_0000375
http://purl.obolibrary.org/obo/NBO_0000039,http://purl.obolibrary.org/obo/NBO_0000038
http://purl.obolibrary.org/obo/MFOMD_0000143,http://purl.obolibrary.org/obo/MFOMD_0000024
http://purl.obolibrary.org/obo/BFO_0000038,http://purl.obolibrary.org/obo/BFO_0000008
http://purl.obolibrary.org/obo/GO_0007626,http://purl.obolibrary.org/obo/NBO_0000313
http://purl.obolibrary.org/obo/GO_0007626,http://purl.obolibrary.org/obo/GO_0007610
http://purl.obolibrary.org/obo/NBO_0000062,http://purl.obolibrary.org/obo/NBO_0000027
http://purl.obolibrary.org/obo/NBO_0002065,http://purl.obolibrary.org/obo/NBO_0001728
http://purl.obolibrary.org/obo/NBO_0000015,http://purl.obolibrary.org/obo/NBO_0000003
http://purl.obolibrary.org/obo/MFOMD_0000186,http://purl.obolibrary.org/obo/MFOMD_0000024
http://purl.obolibrary.org/obo/NBO_0000040,http://purl.obolibrary.org/obo/NBO_0000038
http://purl.obolibrary.org/obo/MFOMD_0000151,http://purl.obolibrary.org/obo/DOID_8670
http://purl.obolibrary.org/obo/GO_0008306,http://purl.obolibrary.org/obo/GO_0007612
http://purl.obolibrary.org/obo/NBO_0000409,http://purl.obolibrary.org/obo/NBO_0000404
http://purl.obolibrary.org/obo/DOID_6680,http://purl.obolibrary.org/obo/DOID_778
http://purl.obolibrary.org/obo/NBO_0002021,http://purl.obolibrary.org/obo/NBO_0001728
http://purl.obolibrary.org/obo/DOID_4260,http://purl.obolibrary.org/obo/DOID_0060135
http://purl.obolibrary.org/obo/IAO_0000102,http://purl.obolibrary.org/obo/IAO_0000027
http://purl.obolibrary.org/obo/DOID_12568,http://purl.obolibrary.org/obo/DOID_8927
http://purl.obolibrary.org/obo/NBO_0000432,http://purl.obolibrary.org/obo/NBO_0000391
http://purl.obolibrary.org/obo/NBO_0000443,http://purl.obolibrary.org/obo/NBO_0000389
http://purl.obolibrary.org/obo/MF_0000064,http://purl.obolibrary.org/obo/MF_0000203
http://purl.obolibrary.org/obo/NBO_0000006,http://purl.obolibrary.org/obo/NBO_0000607
http://purl.obolibrary.org/obo/NBO_0000355,http://purl.obolibrary.org/obo/NBO_0000317
http://purl.obolibrary.org/obo/NBO_0000017,http://purl.obolibrary.org/obo/NBO_0000747
http://purl.obolibrary.org/obo/BFO_0000027,http://purl.obolibrary.org/obo/BFO_0000040
http://purl.obolibrary.org/obo/DOID_9336,http://purl.obolibrary.org/obo/DOID_0060044
http://purl.obolibrary.org/obo/BFO_0000016,http://purl.obolibrary.org/obo/BFO_0000017
http://purl.obolibrary.org/obo/MF_0000026,http://purl.obolibrary.org/obo/MF_0000203
http://purl.obolibrary.org/obo/DOID_0060151,http://purl.obolibrary.org/obo/DOID_4090
http://purl.obolibrary.org/obo/DOID_8725,http://purl.obolibrary.org/obo/DOID_1307
http://purl.obolibrary.org/obo/NBO_0000466,http://purl.obolibrary.org/obo/NBO_0000746
http://purl.obolibrary.org/obo/behavior.owl/NBO_0002660,http://purl.obolibrary.org/obo/NBO_0000064
http://purl.obolibrary.org/obo/NBO_0000389,http://purl.obolibrary.org/obo/NBO_0000388
http://purl.obolibrary.org/obo/NBO_0000378,http://purl.obolibrary.org/obo/NBO_0000375
http://purl.obolibrary.org/obo/OGMS_0000098,http://purl.obolibrary.org/obo/OGMS_0000097
http://purl.obolibrary.org/obo/NBO_0000016,http://purl.obolibrary.org/obo/NBO_0000359
http://purl.obolibrary.org/obo/NBO_0000354,http://purl.obolibrary.org/obo/NBO_0000347
http://purl.obolibrary.org/obo/NBO_0000365,http://purl.obolibrary.org/obo/NBO_0000364
http://purl.obolibrary.org/obo/NBO_0000063,http://purl.obolibrary.org/obo/behavior.owl/NBO_0002436
http://purl.obolibrary.org/obo/MF_0000027,http://purl.obolibrary.org/obo/MF_0000020
http://purl.obolibrary.org/obo/OGMS_0000089,http://purl.obolibrary.org/obo/BFO_0000040
http://purl.obolibrary.org/obo/MFOMD_0000185,http://purl.obolibrary.org/obo/MFOMD_0000024
http://purl.obolibrary.org/obo/MFOMD_0000153,http://purl.obolibrary.org/obo/DOID_303
http://purl.obolibrary.org/obo/NBO_0000629,http://purl.obolibrary.org/obo/NBO_0000049
http://purl.obolibrary.org/obo/GO_0071063,http://purl.obolibrary.org/obo/GO_0050954
http://purl.obolibrary.org/obo/DOID_1059,http://purl.obolibrary.org/obo/DOID_0060038
http://purl.obolibrary.org/obo/DOID_10932,http://purl.obolibrary.org/obo/DOID_1510
http://purl.obolibrary.org/obo/MFOMD_0000196,http://purl.obolibrary.org/obo/MFOMD_0000024
http://purl.obolibrary.org/obo/NBO_0000399,http://purl.obolibrary.org/obo/NBO_0000390
http://purl.obolibrary.org/obo/MFOMD_0000131,http://purl.obolibrary.org/obo/MFOMD_0000024
http://purl.obolibrary.org/obo/DOID_0060142,http://purl.obolibrary.org/obo/DOID_4090
http://purl.obolibrary.org/obo/GO_0060758,http://purl.obolibrary.org/obo/GO_0060756
http://purl.obolibrary.org/obo/NBO_0000388,http://purl.obolibrary.org/obo/NBO_0000338
http://purl.obolibrary.org/obo/NBO_0000237,http://purl.obolibrary.org/obo/NBO_0000235
http://purl.obolibrary.org/obo/NBO_0001679,http://purl.obolibrary.org/obo/NBO_0001632
http://purl.obolibrary.org/obo/OGMS_0000020,http://purl.obolibrary.org/obo/BFO_0000001
http://purl.obolibrary.org/obo/NBO_0000273,http://purl.obolibrary.org/obo/NBO_0000271
http://purl.obolibrary.org/obo/NBO_0000284,http://purl.obolibrary.org/obo/NBO_0000282
http://purl.obolibrary.org/obo/NBO_0000295,http://purl.obolibrary.org/obo/NBO_0000238
http://purl.obolibrary.org/obo/behavior.owl/NBO_0002569,http://purl.obolibrary.org/obo/NBO_0000469
http://purl.obolibrary.org/obo/MFOMD_0000142,http://purl.obolibrary.org/obo/DOID_535
http://purl.obolibrary.org/obo/NBO_0000226,http://purl.obolibrary.org/obo/NBO_0000171
http://purl.obolibrary.org/obo/MF_0000048,http://purl.obolibrary.org/obo/MF_0000033
http://purl.obolibrary.org/obo/MF_0000048,http://purl.obolibrary.org/obo/MF_0000043
http://purl.obolibrary.org/obo/NBO_0000283,http://purl.obolibrary.org/obo/NBO_0000282
http://purl.obolibrary.org/obo/NBO_0000294,http://purl.obolibrary.org/obo/NBO_0000293
http://purl.obolibrary.org/obo/MFOMD_0000041,http://purl.obolibrary.org/obo/OGMS_0000022
http://purl.obolibrary.org/obo/DOID_0060040,http://purl.obolibrary.org/obo/DOID_0060037
http://purl.obolibrary.org/obo/DOID_0060150,http://purl.obolibrary.org/obo/DOID_4090
http://purl.obolibrary.org/obo/DOID_0060133,http://purl.obolibrary.org/obo/DOID_4090
http://purl.obolibrary.org/obo/NBO_0000305,http://purl.obolibrary.org/obo/NBO_0000170
http://purl.obolibrary.org/obo/NBO_0000316,http://purl.obolibrary.org/obo/NBO_0000751
http://purl.obolibrary.org/obo/NBO_0000190,http://purl.obolibrary.org/obo/NBO_0000188
http://purl.obolibrary.org/obo/DOID_12294,http://purl.obolibrary.org/obo/DOID_3324
http://purl.obolibrary.org/obo/MFOMD_0000063,http://purl.obolibrary.org/obo/MFOMD_0000053
http://purl.obolibrary.org/obo/DOID_6950,http://purl.obolibrary.org/obo/DOID_6088
http://purl.obolibrary.org/obo/DOID_9977,http://purl.obolibrary.org/obo/DOID_9974
http://purl.obolibrary.org/obo/DOID_2559,http://purl.obolibrary.org/obo/DOID_9974
http://purl.obolibrary.org/obo/OGMS_0000103,http://purl.obolibrary.org/obo/OBI_0000011
http://purl.obolibrary.org/obo/NBO_0000742,http://purl.obolibrary.org/obo/NBO_0000105
http://purl.obolibrary.org/obo/NBO_0000123,http://purl.obolibrary.org/obo/NBO_0000122
http://purl.obolibrary.org/obo/NBO_0000134,http://purl.obolibrary.org/obo/NBO_0000079
http://purl.obolibrary.org/obo/DOID_1574,http://purl.obolibrary.org/obo/DOID_302
http://purl.obolibrary.org/obo/NBO_0000472,http://purl.obolibrary.org/obo/NBO_0000469
http://purl.obolibrary.org/obo/DOID_1094,http://purl.obolibrary.org/obo/DOID_0060038
http://purl.obolibrary.org/obo/NBO_0000170,http://purl.obolibrary.org/obo/NBO_0000006
http://purl.obolibrary.org/obo/NBO_0000181,http://purl.obolibrary.org/obo/NBO_0000306
http://purl.obolibrary.org/obo/BFO_0000144,http://purl.obolibrary.org/obo/BFO_0000015
http://purl.obolibrary.org/obo/MF_0000009,http://purl.obolibrary.org/obo/MF_0000006
http://purl.obolibrary.org/obo/DOID_9091,http://purl.obolibrary.org/obo/DOID_535
http://purl.obolibrary.org/obo/DOID_0050847,http://purl.obolibrary.org/obo/DOID_535
http://purl.obolibrary.org/obo/NBO_0000227,http://purl.obolibrary.org/obo/NBO_0000208
http://purl.obolibrary.org/obo/NBO_0000238,http://purl.obolibrary.org/obo/NBO_0000237
http://purl.obolibrary.org/obo/NBO_0000576,http://purl.obolibrary.org/obo/NBO_0000389
http://purl.obolibrary.org/obo/NBO_0000274,http://purl.obolibrary.org/obo/NBO_0000271
http://purl.obolibrary.org/obo/NBO_0000285,http://purl.obolibrary.org/obo/NBO_0000286
http://purl.obolibrary.org/obo/OGMS_0000030,http://purl.obolibrary.org/obo/BFO_0000016
http://purl.obolibrary.org/obo/NBO_0000296,http://purl.obolibrary.org/obo/NBO_0000121
http://purl.obolibrary.org/obo/DOID_1203,http://purl.obolibrary.org/obo/DOID_8646
http://purl.obolibrary.org/obo/NBO_0000157,http://purl.obolibrary.org/obo/NBO_0000156
http://purl.obolibrary.org/obo/NBO_0000168,http://purl.obolibrary.org/obo/NBO_0000166
http://purl.obolibrary.org/obo/MFOMD_0000141,http://purl.obolibrary.org/obo/MFOMD_0000089
http://purl.obolibrary.org/obo/DOID_12797,http://purl.obolibrary.org/obo/DOID_302
http://purl.obolibrary.org/obo/NBO_0000122,http://purl.obolibrary.org/obo/NBO_0000121
http://purl.obolibrary.org/obo/NBO_0000180,http://purl.obolibrary.org/obo/NBO_0000306
http://purl.obolibrary.org/obo/NBO_0000191,http://purl.obolibrary.org/obo/NBO_0000181
http://purl.obolibrary.org/obo/MFOMD_0000152,http://purl.obolibrary.org/obo/MFOMD_0000024
http://purl.obolibrary.org/obo/OGMS_0000034,http://purl.obolibrary.org/obo/OGMS_0000031
http://purl.obolibrary.org/obo/OGMS_0000017,http://purl.obolibrary.org/obo/OGMS_0000014
http://purl.obolibrary.org/obo/NBO_0000056,http://purl.obolibrary.org/obo/NBO_0000359
http://purl.obolibrary.org/obo/DOID_0060047,http://purl.obolibrary.org/obo/DOID_8927
http://purl.obolibrary.org/obo/NBO_0000448,http://purl.obolibrary.org/obo/NBO_0000013
http://purl.obolibrary.org/obo/NBO_0000459,http://purl.obolibrary.org/obo/NBO_0000455
